Accession,Species,Genus,Family,Length,Country
MK614087,Enterovirus D,Enterovirus,Picornaviridae,7294,China
KJ942738,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,1466,Puerto Rico
MN369039,Rhinovirus B,Enterovirus,Picornaviridae,7053,USA
AF286234,Human immunodeficiency virus 1,Lentivirus,Retroviridae,9034,Tanzania
NC_040550,Gammapapillomavirus sp.,Gammapapillomavirus,Papillomaviridae,7226,USA
KT366493,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3182,India
NC_040691,Gammapapillomavirus sp.,Gammapapillomavirus,Papillomaviridae,7270,USA
GU815612,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3215,Taiwan
KT366495,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3182,India
AY093604,Human immunodeficiency virus 1,Lentivirus,Retroviridae,8777,Senegal
MN043606,Human immunodeficiency virus 1,Lentivirus,Retroviridae,9126,South Korea
MN043603,Human immunodeficiency virus 1,Lentivirus,Retroviridae,8648,South Korea
MN043602,Human immunodeficiency virus 1,Lentivirus,Retroviridae,8784,South Korea
MN043600,Human immunodeficiency virus 1,Lentivirus,Retroviridae,8652,South Korea
MN043594,Human immunodeficiency virus 1,Lentivirus,Retroviridae,8603,South Korea
GU815644,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3215,Taiwan
MN043596,Human immunodeficiency virus 1,Lentivirus,Retroviridae,8852,South Korea
MN043598,Human immunodeficiency virus 1,Lentivirus,Retroviridae,8825,South Korea
GU815638,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3215,Taiwan
AF530576,Human immunodeficiency virus 1,Lentivirus,Retroviridae,9017,Thailand
MG461321,Human immunodeficiency virus 1,Lentivirus,Retroviridae,8660,South Korea
MN246011,Enterovirus D,Enterovirus,Picornaviridae,7324,USA
MN246002,Enterovirus D,Enterovirus,Picornaviridae,7324,USA
MN240505,Enterovirus D,Enterovirus,Picornaviridae,7341,USA
MN246007,Enterovirus D,Enterovirus,Picornaviridae,7320,USA
MN240493,Enterovirus D,Enterovirus,Picornaviridae,7341,USA
MN245993,Enterovirus D,Enterovirus,Picornaviridae,7324,USA
GU815589,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3215,Taiwan
DQ854715,Human immunodeficiency virus 1,Lentivirus,Retroviridae,9743,Spain
MN240497,Enterovirus D,Enterovirus,Picornaviridae,7333,USA
GU815596,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3215,Taiwan
DQ005118,Rotavirus A,Rotavirus,Reoviridae,1059,Democratic Republic of the Congo
DQ005124,Rotavirus A,Rotavirus,Reoviridae,2687,Democratic Republic of the Congo
MN246006,Enterovirus D,Enterovirus,Picornaviridae,7324,USA
MN245998,Enterovirus D,Enterovirus,Picornaviridae,7324,USA
MN245995,Enterovirus D,Enterovirus,Picornaviridae,7324,USA
MN240494,Enterovirus D,Enterovirus,Picornaviridae,7341,USA
MN259112,Enterovirus D,Enterovirus,Picornaviridae,7320,USA
MN259118,Enterovirus D,Enterovirus,Picornaviridae,7319,USA
MN259117,Enterovirus D,Enterovirus,Picornaviridae,7321,USA
MN259120,Enterovirus D,Enterovirus,Picornaviridae,7319,USA
MN365232,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30118,Saudi Arabia
MK513919,Huaiyangshan banyangvirus,Banyangvirus,Phenuiviridae,1744,China
AY093605,Human immunodeficiency virus 1,Lentivirus,Retroviridae,9039,
MN480795,West Nile virus,Flavivirus,Flaviviridae,10926,Greece
MN389732,Enterovirus D,Enterovirus,Picornaviridae,7332,USA
MN447470,Norwalk virus,Norovirus,Caliciviridae,7579,USA
MN447471,Norwalk virus,Norovirus,Caliciviridae,7578,USA
MN453359,Norwalk virus,Norovirus,Caliciviridae,7523,Peru
MN453358,Norwalk virus,Norovirus,Caliciviridae,7530,Peru
MN448477,Norwalk virus,Norovirus,Caliciviridae,7738,USA
MN275172,Lassa mammarenavirus,Mammarenavirus,Arenaviridae,7298,Sierra Leone
MK652145,Parechovirus A,Parechovirus,Picornaviridae,7153,Venezuela
MN389734,Enterovirus D,Enterovirus,Picornaviridae,7332,USA
MN389731,Enterovirus D,Enterovirus,Picornaviridae,7332,USA
LC064379,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3206,Viet Nam
KP153358,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,1410,USA
MH910666,Human mastadenovirus B,Mastadenovirus,Adenoviridae,35237,USA
MK652136,Enterovirus B,Enterovirus,Picornaviridae,7362,Venezuela
MK524364,Huaiyangshan banyangvirus,Banyangvirus,Phenuiviridae,3378,China
MK524359,Huaiyangshan banyangvirus,Banyangvirus,Phenuiviridae,6368,China
MK524369,Huaiyangshan banyangvirus,Banyangvirus,Phenuiviridae,1744,China
KF358693,Huaiyangshan banyangvirus,Banyangvirus,Phenuiviridae,1746,South Korea
MN477208,Western equine encephalitis virus,Alphavirus,Togaviridae,11521,USA
GU815631,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3215,Taiwan
MN329150,Huaiyangshan banyangvirus,Banyangvirus,Phenuiviridae,6330,South Korea
KF849770,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,1701,Thailand
KF849769,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,1701,Thailand
GQ331047,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3221,Belgium
MG098576,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3216,Argentina
MG098577,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3215,Argentina
MG098582,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3215,Argentina
MG098584,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3215,Argentina
MG098566,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3215,Argentina
KT259311,Human immunodeficiency virus 1,Lentivirus,Retroviridae,9422,Spain
KT259313,Human immunodeficiency virus 1,Lentivirus,Retroviridae,9431,Spain
KJ686203,Enterovirus A,Enterovirus,Picornaviridae,7360,Viet Nam
KF849775,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,1701,Thailand
KF849778,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,1701,Thailand
KF849784,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,1701,Thailand
GQ868551,Dengue virus,Flavivirus,Flaviviridae,10639,Brazil
KF849788,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,1701,Thailand
FJ692590,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3221,Haiti
FJ692589,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3213,Haiti
EU000511,Human immunodeficiency virus 1,Lentivirus,Retroviridae,9001,India
KP339941,Huaiyangshan banyangvirus,Banyangvirus,Phenuiviridae,1744,China
KP339934,Huaiyangshan banyangvirus,Banyangvirus,Phenuiviridae,1744,China
KP339929,Huaiyangshan banyangvirus,Banyangvirus,Phenuiviridae,1744,China
KP339930,Huaiyangshan banyangvirus,Banyangvirus,Phenuiviridae,1744,China
KP339935,Huaiyangshan banyangvirus,Banyangvirus,Phenuiviridae,1744,China
KP339938,Huaiyangshan banyangvirus,Banyangvirus,Phenuiviridae,1744,China
HQ700471,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3182,New Zealand
EF514699,Human immunodeficiency virus 1,Lentivirus,Retroviridae,8846,Denmark
KM985441,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,1410,India
KM985442,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,1410,India
KM985444,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,1410,India
KM985445,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,1410,India
JF421281,Hantavirus XAHu09027,Orthohantavirus,Hantaviridae,1696,China
KU668447,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3182,India
DQ011179,Human immunodeficiency virus 1,Lentivirus,Retroviridae,9028,South Africa
DQ011171,Human immunodeficiency virus 1,Lentivirus,Retroviridae,9034,South Africa
JQ639384,Enterovirus A,Enterovirus,Picornaviridae,7414,China
MH171427,Rotavirus A,Rotavirus,Reoviridae,1059,Spain
MH171430,Rotavirus A,Rotavirus,Reoviridae,1059,Spain
MH171429,Rotavirus A,Rotavirus,Reoviridae,1059,Spain
MH171424,Rotavirus A,Rotavirus,Reoviridae,1059,Spain
MH171423,Rotavirus A,Rotavirus,Reoviridae,1059,Spain
KJ173430,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3215,China
KJ627731,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,15132,USA
KJ627718,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,15110,USA
KJ627717,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,15183,USA
KJ627684,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,15156,USA
KJ627678,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,15138,USA
KJ942782,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,2331,Puerto Rico
KJ942778,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,1457,Puerto Rico
KJ942676,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,884,Puerto Rico
KJ942669,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,2222,Puerto Rico
KJ943560,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,1534,Chile
KJ684068,Human bocavirus,Bocaparvovirus,Parvoviridae,5299,China
KJ679577,Chikungunya virus,Alphavirus,Togaviridae,11567,India
KJ659491,Parechovirus A,Parechovirus,Picornaviridae,7350,China
KJ684077,Human bocavirus,Bocaparvovirus,Parvoviridae,5299,China
KJ684076,Human bocavirus,Bocaparvovirus,Parvoviridae,5299,China
KJ684067,Human bocavirus,Bocaparvovirus,Parvoviridae,5298,China
KJ684069,Human bocavirus,Bocaparvovirus,Parvoviridae,5299,China
KJ679578,Chikungunya virus,Alphavirus,Togaviridae,11567,India
KC774491,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3215,China
KF530220,Human respirovirus 1,Respirovirus,Paramyxoviridae,15548,Mexico
KC774464,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3215,China
KC774424,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3215,China
KC774414,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3215,China
KC774416,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3215,China
KC774412,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3215,China
KC774374,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3215,China
KC774367,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3215,China
KC774397,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3215,China
KC774358,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3215,China
KC774294,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3215,China
KC774357,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3215,China
KC774290,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3215,China
KC774347,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3215,China
KC774345,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3215,China
KC774241,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3215,China
KC774343,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3215,China
KC774339,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3215,China
KC774234,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3215,China
KC774232,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3215,China
KC774329,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3215,China
KC774330,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3215,China
KC774326,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3215,China
KC774318,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3215,China
KC774310,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3215,China
KC774312,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3215,China
KC774212,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3215,China
KC774180,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3215,China
KC774185,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3215,China
KC774184,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3215,China
KC774181,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3215,China
KC774183,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3215,China
KJ682821,Crimean-Congo hemorrhagic fever orthonairovirus,Orthonairovirus,Nairoviridae,1673,South Africa
KJ682814,Crimean-Congo hemorrhagic fever orthonairovirus,Orthonairovirus,Nairoviridae,5364,South Africa
KJ682805,Crimean-Congo hemorrhagic fever orthonairovirus,Orthonairovirus,Nairoviridae,5348,South Africa
KJ682801,Crimean-Congo hemorrhagic fever orthonairovirus,Orthonairovirus,Nairoviridae,12151,South Africa
KJ942779,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,1562,Puerto Rico
KJ942666,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,1456,Puerto Rico
KJ942619,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,1555,USA
KJ942608,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,1751,USA
KJ684072,Human bocavirus,Bocaparvovirus,Parvoviridae,5299,China
KF938576,Human mastadenovirus B,Mastadenovirus,Adenoviridae,35376,Germany
KF859964,Burkina Faso astrovirus,Mamastrovirus,Astroviridae,6577,Burkina Faso
HQ537760,Alphapapillomavirus 9,Alphapapillomavirus,Papillomaviridae,7836,
KJ643477,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,15199,USA
KJ643579,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,15192,USA
KJ643559,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,15187,USA
KJ643560,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,15190,USA
KJ643551,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,15142,USA
KJ556336,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29890,Saudi Arabia
KJ686204,Enterovirus A,Enterovirus,Picornaviridae,7360,Viet Nam
KJ686170,Enterovirus A,Enterovirus,Picornaviridae,7358,Viet Nam
KJ686155,Enterovirus A,Enterovirus,Picornaviridae,7360,Viet Nam
DQ307022,Human immunodeficiency virus 2,Lentivirus,Retroviridae,9851,India
KJ419275,Enterovirus C,Enterovirus,Picornaviridae,7439,China
KJ419273,Enterovirus C,Enterovirus,Picornaviridae,7439,China
KJ627324,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,15111,Peru
KJ627317,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,15172,Peru
KJ627289,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,15108,Peru
KJ627279,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,14962,Peru
KJ627273,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,15102,Peru
JX878425,Monkeypox virus,Orthopoxvirus,Poxviridae,197147,Democratic Republic of the Congo
KF873545,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3215,Australia
KF873542,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3215,Australia
KF873533,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3215,Australia
KF873540,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3215,Australia
KF873529,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3101,Australia
HQ231882,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3215,China
HQ231880,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3215,China
KC571705,Human polyomavirus 10,Deltapolyomavirus,Polyomaviridae,4936,China
KC522032,Human immunodeficiency virus 1,Lentivirus,Retroviridae,8939,Malaysia
KF873523,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3215,Australia
JQ409125,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,2175,Finland
KF873530,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3215,Australia
KF873525,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3122,Australia
KF873515,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3215,Australia
KF873516,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3209,Australia
KF873520,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3215,Australia
KF060916,Dengue virus,Flavivirus,Flaviviridae,1485,China
KF060913,Dengue virus,Flavivirus,Flaviviridae,1485,China
KJ189367,Dengue virus,Flavivirus,Flaviviridae,10452,Puerto Rico
KJ189362,Dengue virus,Flavivirus,Flaviviridae,10456,Puerto Rico
KJ189352,Dengue virus,Flavivirus,Flaviviridae,10448,Puerto Rico
KJ189302,Dengue virus,Flavivirus,Flaviviridae,10445,Colombia
KJ189295,Dengue virus,Flavivirus,Flaviviridae,10694,Peru
KJ189285,Dengue virus,Flavivirus,Flaviviridae,10692,Peru
HG793939,Alphapapillomavirus 10,Alphapapillomavirus,Papillomaviridae,8051,
HG793931,Alphapapillomavirus 10,Alphapapillomavirus,Papillomaviridae,8011,
HG793934,Alphapapillomavirus 10,Alphapapillomavirus,Papillomaviridae,8031,
HG793924,Alphapapillomavirus 10,Alphapapillomavirus,Papillomaviridae,8031,
HG793921,Alphapapillomavirus 10,Alphapapillomavirus,Papillomaviridae,8010,
HG793923,Alphapapillomavirus 10,Alphapapillomavirus,Papillomaviridae,7996,
HG793918,Alphapapillomavirus 10,Alphapapillomavirus,Papillomaviridae,8029,
HG793903,Alphapapillomavirus 10,Alphapapillomavirus,Papillomaviridae,8031,
MH678677,Human respirovirus 3,Respirovirus,Paramyxoviridae,15409,United Kingdom
HG793886,Alphapapillomavirus 10,Alphapapillomavirus,Papillomaviridae,7989,
HG793883,Alphapapillomavirus 10,Alphapapillomavirus,Papillomaviridae,8010,
HG793873,Alphapapillomavirus 10,Alphapapillomavirus,Papillomaviridae,8032,
HG793875,Alphapapillomavirus 10,Alphapapillomavirus,Papillomaviridae,8031,
HG793878,Alphapapillomavirus 10,Alphapapillomavirus,Papillomaviridae,8031,
KF485390,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3215,Argentina
HG793862,Alphapapillomavirus 10,Alphapapillomavirus,Papillomaviridae,8031,
HG793863,Alphapapillomavirus 10,Alphapapillomavirus,Papillomaviridae,8031,
HG793859,Alphapapillomavirus 10,Alphapapillomavirus,Papillomaviridae,7996,
HG793858,Alphapapillomavirus 10,Alphapapillomavirus,Papillomaviridae,7996,
EU482806,Dengue virus,Flavivirus,Flaviviridae,10690,Viet Nam
HG793826,Alphapapillomavirus 10,Alphapapillomavirus,Papillomaviridae,8010,
KC519320,Human betaherpesvirus 5,Cytomegalovirus,Herpesviridae,235215,Belgium
AF418014,Australian bat lyssavirus,Lyssavirus,Rhabdoviridae,11918,
KJ672463,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,15100,USA
KJ627332,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,15173,Peru
KJ627330,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,15172,Peru
KJ627310,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,15172,Peru
KJ627308,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,15103,Peru
KJ627291,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,15095,Peru
KJ627287,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,15102,Peru
KJ627264,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,15173,Peru
KJ627245,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,15102,Peru
HG793885,Alphapapillomavirus 10,Alphapapillomavirus,Papillomaviridae,7996,
JX961624,Bhanja virus,Phlebovirus,Phenuiviridae,1867,USA
KJ942791,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,2341,Puerto Rico
KJ942789,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,2232,Puerto Rico
KJ942783,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,2339,Puerto Rico
KJ942737,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,1026,Puerto Rico
KJ942718,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,2320,Puerto Rico
KJ942711,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,2330,USA
KJ942705,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,1026,USA
KJ942687,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,2340,Australia
KJ942607,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,2337,
KJ942611,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,1540,USA
KJ942600,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,1775,
KJ943790,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,2311,Chile
KJ943461,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,2175,Chile
KJ943458,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,1434,Chile
KJ943439,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,987,Chile
KJ943406,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,2177,Chile
KJ746494,Enterovirus A,Enterovirus,Picornaviridae,7424,China
JX961623,Bhanja virus,Phlebovirus,Phenuiviridae,3304,USA
KF482069,Human papillomavirus,,Papillomaviridae,7177,China
KF429787,Norwalk virus,Norovirus,Caliciviridae,7506,USA
KP343848,Torque teno virus,,Anelloviridae,2833,Sweden
KP343841,Torque teno virus,,Anelloviridae,3278,Sweden
KC012653,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3182,Argentina
KC577175,Norwalk virus,Norovirus,Caliciviridae,7547,China
DQ396375,Human immunodeficiency virus 1,Lentivirus,Retroviridae,9105,South Africa
KF154355,Enterovirus A,Enterovirus,Picornaviridae,7411,Taiwan
KX078493,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,1701,India
KF647252,West Nile virus,Flavivirus,Flaviviridae,10974,Italy
JQ613552,Norwalk virus,Norovirus,Caliciviridae,7559,Australia
HG793866,Alphapapillomavirus 10,Alphapapillomavirus,Papillomaviridae,8031,
